x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.32169121503829956,0.9560315608978271,-4.920464675706171e-07,0.3693588078022003,0.9396185874938965,-0.03551837429404259,0.4113849699497223,0.8952900767326355,-0.059784065932035446,0.41979002952575684,0.8480085134506226,-0.08141723275184631,0.41348233819007874,0.8050657510757446,-0.1017681211233139,0.3691616356372833,0.7735097408294678,-0.051858145743608475,0.38108134269714355,0.7609110474586487,-0.09277040511369705,0.38207530975341797,0.8099842071533203,-0.11673615127801895,0.38190650939941406,0.8596755266189575,-0.12762035429477692,0.3177637755870819,0.7851966023445129,-0.050315581262111664,0.3439165949821472,0.8132813572883606,-0.08901914954185486,0.35641974210739136,0.8862841129302979,-0.09967217594385147,0.3588193953037262,0.9397701025009155,-0.10117607563734055,0.2767100930213928,0.821276843547821,-0.05266756936907768,0.3018794357776642,0.8583385944366455,-0.08972834050655365,0.3214056193828583,0.9214363098144531,-0.08693748712539673,0.3288244903087616,0.967069149017334,-0.07790906727313995,0.24327167868614197,0.8708298206329346,-0.05772284045815468,0.26606783270835876,0.9079276323318481,-0.08434312790632248,0.28553077578544617,0.9537287354469299,-0.08151289820671082,0.2931720018386841,0.9837079644203186,-0.07302726805210114,go_pokes
0.4704986810684204,0.7333720922470093,-2.5991266028313476e-08,0.527548611164093,0.6888502240180969,-0.024160362780094147,0.5706661939620972,0.6191229224205017,-0.03332255780696869,0.6042800545692444,0.5616657137870789,-0.041164252907037735,0.6390179991722107,0.5358630418777466,-0.04792511463165283,0.5159444212913513,0.5064080953598022,-0.01731116510927677,0.5027115345001221,0.421960711479187,-0.03301949054002762,0.4934313893318176,0.3713001012802124,-0.045130860060453415,0.4821203351020813,0.32564055919647217,-0.05566353723406792,0.47457677125930786,0.5200382471084595,-0.017964253202080727,0.4609862267971039,0.472085565328598,-0.047141868621110916,0.4749021530151367,0.5383154153823853,-0.056606464087963104,0.4863251745700836,0.5824597477912903,-0.05758969858288765,0.43908458948135376,0.5485772490501404,-0.021359026432037354,0.4282034635543823,0.5231221318244934,-0.053293824195861816,0.4483109712600708,0.5866026878356934,-0.05086768418550491,0.46226418018341064,0.6211982369422913,-0.041854992508888245,0.4091651141643524,0.5834107398986816,-0.026739511638879776,0.3993861675262451,0.5532103180885315,-0.049281422048807144,0.41781967878341675,0.5971344113349915,-0.04583333805203438,0.4337683916091919,0.6254826188087463,-0.038658056408166885,go_pokes
0.4322882294654846,0.6604247093200684,-6.989684209202096e-08,0.47642406821250916,0.6017494797706604,-0.029991082847118378,0.5077967047691345,0.5347864627838135,-0.04442163184285164,0.5445222854614258,0.47713619470596313,-0.05719665810465813,0.5789849162101746,0.443614661693573,-0.06765731424093246,0.44529253244400024,0.4290178120136261,-0.016074243932962418,0.4260561466217041,0.3484058380126953,-0.034388985484838486,0.41133883595466614,0.3059966266155243,-0.049414560198783875,0.39422672986984253,0.2694355845451355,-0.061116114258766174,0.40749192237854004,0.45217153429985046,-0.013870551250874996,0.3782625198364258,0.4129719138145447,-0.046514734625816345,0.397844523191452,0.4757528305053711,-0.05749933794140816,0.41679736971855164,0.514355480670929,-0.059547796845436096,0.37630289793014526,0.4880426228046417,-0.01552480086684227,0.3534562587738037,0.4670611023902893,-0.048513010144233704,0.37992390990257263,0.520995020866394,-0.045308683067560196,0.4013586938381195,0.5491121411323547,-0.03600624203681946,0.3543994128704071,0.525417685508728,-0.02009299024939537,0.3325085937976837,0.5010229349136353,-0.04155443236231804,0.35491862893104553,0.5379279255867004,-0.0374666228890419,0.3786700665950775,0.5582526922225952,-0.030160479247570038,go_pokes
0.43505415320396423,0.6614709496498108,-5.65333060364992e-08,0.4795107841491699,0.6056168079376221,-0.03029005602002144,0.511357307434082,0.5394856929779053,-0.04637852683663368,0.5489903688430786,0.4845893383026123,-0.06098350137472153,0.5848513245582581,0.45271968841552734,-0.07351777702569962,0.4485642611980438,0.4326779842376709,-0.021006014198064804,0.4280945658683777,0.3507196009159088,-0.041792068630456924,0.41252830624580383,0.3068978190422058,-0.05763625726103783,0.394482284784317,0.26991206407546997,-0.06959612667560577,0.4098604619503021,0.4568333029747009,-0.01928209513425827,0.3827385902404785,0.4214431047439575,-0.05230648070573807,0.40326428413391113,0.48471561074256897,-0.06146210804581642,0.4224770665168762,0.5212597250938416,-0.062422771006822586,0.3784655034542084,0.49353882670402527,-0.021500758826732635,0.3586570620536804,0.47569739818573,-0.05469581112265587,0.38541316986083984,0.5304211974143982,-0.04932185262441635,0.4057149589061737,0.5572826266288757,-0.03874821588397026,0.35560503602027893,0.5311033725738525,-0.026783104985952377,0.3373907208442688,0.5110440850257874,-0.048718370497226715,0.3603591024875641,0.5481037497520447,-0.04368162527680397,0.3826643228530884,0.5673109292984009,-0.03561965376138687,go_pokes
0.42951223254203796,0.6812167167663574,-7.755918574048337e-08,0.4725303649902344,0.625033974647522,-0.02878650277853012,0.5054465532302856,0.5591002106666565,-0.042729202657938004,0.5413804650306702,0.5041929483413696,-0.054639782756567,0.5763033032417297,0.47484657168388367,-0.06452353298664093,0.4414152204990387,0.45691385865211487,-0.02227119728922844,0.41827964782714844,0.37296950817108154,-0.04285220429301262,0.4016420245170593,0.32771366834640503,-0.05863776430487633,0.38424456119537354,0.2892248034477234,-0.07061540335416794,0.40382733941078186,0.48029518127441406,-0.020195217803120613,0.3781351149082184,0.4475109577178955,-0.05245533585548401,0.39829856157302856,0.5117266178131104,-0.06140848994255066,0.4173768162727356,0.5501694679260254,-0.06262742727994919,0.37286338210105896,0.5155731439590454,-0.02164129726588726,0.3540167808532715,0.4968719780445099,-0.054232772439718246,0.3797757029533386,0.5511744618415833,-0.049294717609882355,0.40062394738197327,0.5794185996055603,-0.0393761582672596,0.35092777013778687,0.5530729293823242,-0.025849834084510803,0.3333251476287842,0.5329257249832153,-0.047492608428001404,0.3560926914215088,0.5701291561126709,-0.04250079393386841,0.37857770919799805,0.5908359289169312,-0.03457144275307655,go_pokes
0.42897292971611023,0.6881250739097595,-1.0303133990419155e-07,0.47298771142959595,0.6336421370506287,-0.02722986228764057,0.5048097968101501,0.5642601251602173,-0.040755532681941986,0.5402644872665405,0.5091450214385986,-0.05301736667752266,0.5757961273193359,0.47949904203414917,-0.06395814567804337,0.44273486733436584,0.46190547943115234,-0.02309233509004116,0.4162682890892029,0.3758223354816437,-0.04325266554951668,0.39784395694732666,0.32971513271331787,-0.05872654542326927,0.3794761598110199,0.29067090153694153,-0.07072699069976807,0.40401050448417664,0.48637518286705017,-0.02252967096865177,0.378765344619751,0.4529813230037689,-0.054209187626838684,0.3988953232765198,0.5163525938987732,-0.06335905939340591,0.41790449619293213,0.5557533502578735,-0.06494980305433273,0.37308618426322937,0.5222333669662476,-0.025292595848441124,0.3549458980560303,0.5012598037719727,-0.056899238377809525,0.3804076313972473,0.5564309358596802,-0.05257701501250267,0.400168776512146,0.5863479375839233,-0.04348514601588249,0.34977197647094727,0.5595747828483582,-0.030833058059215546,0.3334241807460785,0.538330614566803,-0.053048066794872284,0.3552589416503906,0.5751510262489319,-0.049287889152765274,0.37693989276885986,0.5973628163337708,-0.04221877455711365,go_pokes
0.42555558681488037,0.6963878273963928,-7.601872198392812e-08,0.4705654978752136,0.6384141445159912,-0.0279281884431839,0.49981778860092163,0.5701614618301392,-0.0414583720266819,0.5320780277252197,0.5120714902877808,-0.05337651073932648,0.5653669238090515,0.4774382710456848,-0.06335674226284027,0.43671414256095886,0.4682900607585907,-0.021446410566568375,0.40897470712661743,0.3836957514286041,-0.04168199375271797,0.39018160104751587,0.33784472942352295,-0.056992243975400925,0.3711758553981781,0.2973121106624603,-0.0689435675740242,0.3982102870941162,0.49334925413131714,-0.020499976351857185,0.3736851215362549,0.45628711581230164,-0.05340885743498802,0.3952610194683075,0.5208047032356262,-0.06269358843564987,0.41531723737716675,0.5592972040176392,-0.0639050155878067,0.3672957718372345,0.5306854844093323,-0.02297939546406269,0.35042041540145874,0.5082817673683167,-0.056077148765325546,0.3772388696670532,0.5649371147155762,-0.05038093402981758,0.3976137340068817,0.5937812328338623,-0.03970707580447197,0.3451530933380127,0.5703715682029724,-0.02822442352771759,0.328050434589386,0.5458825826644897,-0.05070233717560768,0.35172921419143677,0.5836215019226074,-0.045385196805000305,0.3737679421901703,0.6052104234695435,-0.03696694225072861,go_pokes
0.4233720898628235,0.7005583047866821,-7.010114444483406e-08,0.4678533375263214,0.642100989818573,-0.02999264933168888,0.4984814524650574,0.5748416781425476,-0.04444413259625435,0.5317201614379883,0.5143172740936279,-0.05573601275682449,0.5649478435516357,0.4780946373939514,-0.06358612328767776,0.43407338857650757,0.46939703822135925,-0.02497040666639805,0.4101209342479706,0.3859120011329651,-0.049165405333042145,0.39135992527008057,0.33976611495018005,-0.06635734438896179,0.37176501750946045,0.2993623912334442,-0.07825575768947601,0.3985711336135864,0.49300822615623474,-0.021602366119623184,0.3740968406200409,0.4596535265445709,-0.05512017384171486,0.39479145407676697,0.5243605971336365,-0.06329759955406189,0.41335731744766235,0.5598538517951965,-0.06394073367118835,0.36705976724624634,0.5299633741378784,-0.021875061094760895,0.34863603115081787,0.5119654536247253,-0.05796140804886818,0.37567487359046936,0.5679801106452942,-0.05221841111779213,0.3972204923629761,0.5945879817008972,-0.040653351694345474,0.3461858630180359,0.5705621838569641,-0.024401679635047913,0.32503002882003784,0.549339771270752,-0.04592879116535187,0.35061025619506836,0.5865744352340698,-0.03840911015868187,0.3728591799736023,0.6055939793586731,-0.028564125299453735,go_pokes
0.4283304512500763,0.7192519903182983,-1.4004797321831575e-07,0.47595176100730896,0.6545207500457764,-0.018134672194719315,0.5043464303016663,0.5905653238296509,-0.027974683791399002,0.5339917540550232,0.5325694680213928,-0.03712838888168335,0.5645225644111633,0.49938127398490906,-0.043359410017728806,0.4441801607608795,0.4845488965511322,-0.015788018703460693,0.4189715087413788,0.4004889130592346,-0.04253750294446945,0.3985694944858551,0.35249894857406616,-0.06417151540517807,0.37755024433135986,0.30925095081329346,-0.07936052978038788,0.4054166376590729,0.5107772946357727,-0.017311101779341698,0.38108208775520325,0.4733441174030304,-0.05315254628658295,0.4002448320388794,0.5418519973754883,-0.06471500545740128,0.41861942410469055,0.5838371515274048,-0.06792565435171127,0.3727138340473175,0.5487954020500183,-0.021299399435520172,0.35445550084114075,0.523646354675293,-0.05559008941054344,0.3801986873149872,0.5802955031394958,-0.04766678065061569,0.4025196433067322,0.6156227588653564,-0.03552917391061783,0.3517889082431793,0.5923186540603638,-0.026998141780495644,0.3313053846359253,0.5667093992233276,-0.04708634316921234,0.3556719422340393,0.6054776906967163,-0.03719010204076767,0.37924402952194214,0.627980649471283,-0.0257707592099905,go_pokes
0.41900649666786194,0.723861038684845,-1.4826555627678317e-07,0.46607500314712524,0.6710842847824097,-0.025346552953124046,0.5000725388526917,0.6074451208114624,-0.035694319754838943,0.5310238599777222,0.5513889193534851,-0.04418947547674179,0.5594121217727661,0.5173985362052917,-0.04988058656454086,0.4444428086280823,0.4903925955295563,-0.020140081644058228,0.4241775572299957,0.40533432364463806,-0.047130391001701355,0.40681055188179016,0.3592696785926819,-0.06755895912647247,0.3896389901638031,0.314701646566391,-0.08150224387645721,0.4055347740650177,0.5149542689323425,-0.018811656162142754,0.3772841691970825,0.4767838716506958,-0.05562664568424225,0.39300766587257385,0.5475581288337708,-0.06680499017238617,0.4122800827026367,0.588271975517273,-0.06845102459192276,0.3729885220527649,0.5492192506790161,-0.02107330970466137,0.34981539845466614,0.5230721235275269,-0.05746360123157501,0.3725917935371399,0.583918035030365,-0.05241288244724274,0.3954635262489319,0.6165570616722107,-0.04107072204351425,0.3489305078983307,0.5864691734313965,-0.025614861398935318,0.3268558382987976,0.5619232654571533,-0.04929504543542862,0.3485041558742523,0.6036177277565002,-0.0435759499669075,0.3732243478298187,0.6280020475387573,-0.033857110887765884,go_pokes
